Age,Workout Duration (mins),Calories Burned,Heart Rate (bpm),Steps Taken,Distance (km),Sleep Hours,Daily Calories Intake,Resting Heart Rate (bpm),BMI,Calories Burned per Minute,Steps per Minute,Steps per Km,Workout Type_Cardio,Workout Type_Cycling,Workout Type_HIIT,Workout Type_Running,Workout Type_Strength,Workout Type_Yoga,Workout Intensity_High,Workout Intensity_Low,Workout Intensity_Medium,Mood Before Workout_Happy,Mood Before Workout_Neutral,Mood Before Workout_Stressed,Mood Before Workout_Tired,Mood After Workout_Energized,Mood After Workout_Fatigued,Mood After Workout_Neutral,Cluster
38.0,65.0,549.0152640336569,129.0,10303.167450512337,7.863932126831551,6.999999999999999,2749.6074295635262,70.0,27.773956482026527,8.587351563967237,160.31844944102036,1331.55565333842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,64.0,557.5431459172677,129.0,10498.011434950951,7.883224460922959,6.999999999999999,2752.7036521603495,69.0,27.7659174804226,8.694900674370952,163.00722239862526,1342.838289132103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.0,66.0,544.1163102070458,130.0,10301.480500235606,7.746252738741368,6.973449010480709,2752.339372748126,70.0,27.73413026061907,8.50160556409139,160.03268163115476,1343.7409013888814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
38.0,64.0,563.2697325667656,129.0,10778.128868580421,7.810915078902644,6.8999999999999995,2761.7542321689266,69.0,27.67767549924537,8.772833889158887,167.10410116311772,1378.3630196093895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,65.0,546.6448065811963,129.36718447312433,10249.036840796156,7.860326800682496,6.999999999999999,2748.748052152479,70.0,27.77619842526493,8.56381913706842,159.5613666083307,1329.1284479174233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38.0,65.0,546.1457948227245,129.54250722275742,10238.596644903913,7.8593187453113655,6.999999999999999,2748.581123989562,70.0,27.77657088074494,8.557658561787763,159.28929203438395,1328.2353312619603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38.0,64.1963948631445,551.4034133570791,129.0,10256.544646973221,7.961687107215686,6.999999999999999,2745.011943791623,70.0,27.84897111883029,8.645528714117896,160.0705342633085,1316.1676019857616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
39.0,66.0,544.0205973273131,130.0,10288.77268956971,7.751655895426725,6.999999999999999,2751.8793169962128,70.0,27.73732479320125,8.502960121982508,159.9098006737277,1341.839494179048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
39.0,66.0,544.5065507922487,130.0,10301.023172268111,7.751791234846458,6.999999999999999,2752.0801817516876,70.0,27.736673731335554,8.509515441317667,160.04920414599516,1342.7444727554348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
38.0,64.0,558.0,129.0,10507.634861647402,7.879066161282762,6.999999999999999,2752.980196734627,69.0,27.764286349591156,8.697132152128766,163.18843181785056,1343.7890312023624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.0,66.0,544.0,130.0,10290.912965597177,7.745217129086021,6.983022924158309,2752.180371684553,70.0,27.734478095143146,8.4956604505776,159.90301534858907,1343.247079524292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
39.0,65.0,555.0,130.0,10545.287851372357,7.757270025968105,6.8999999999999995,2757.224948810234,69.0,27.6924175183297,8.643982870608278,163.5718220052228,1366.3271613880381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
39.0,65.0,555.0,130.0,10537.798706418893,7.778324520276309,6.8999999999999995,2756.1818786025674,69.0,27.703432870761812,8.64905846580375,163.49259411840677,1362.6641166695754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.0,563.5863972514519,129.0,10773.056583123936,7.819498568618948,6.8999999999999995,2761.41384798798,69.0,27.687886940425418,8.779748688778303,167.0883072988985,1376.7158413350796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,64.0,563.2499290825767,129.0,10777.180567565636,7.811071429411662,6.8999999999999995,2761.7365728187037,69.0,27.678048172000025,8.772684796727455,167.09642021432384,1378.285145743079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,64.0,558.9970197661793,129.0,10527.468295309745,7.91,6.999999999999999,2752.959232713607,69.0,27.767872259306916,8.724491161622893,163.62898081274068,1343.397601112652,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
39.0,65.0,554.6260437257778,130.0,10519.43082538354,7.778528527364853,6.8999999999999995,2755.5696380841414,69.0,27.71246452088893,8.638273649519903,163.07474860179744,1360.1240183143193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.0,563.4273928524692,129.0,10782.503084299873,7.811409556550875,6.8999999999999995,2761.7970991610678,69.0,27.677486120013135,8.774552839465969,167.1434994522473,1378.5184582716993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,65.0,548.7771172275161,129.01088020724657,10304.378590609647,7.858054493748194,6.999999999999999,2749.8310043261276,70.0,27.77197734756744,8.582999124417722,160.32337068105693,1332.1048297431767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,65.0,548.9668021731144,129.02948457473963,10307.996940353887,7.857009871490731,6.999999999999999,2749.974675733993,70.0,27.771265147307272,8.58470819376146,160.39478431253372,1332.4215605520692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,64.23808728309074,551.3014122898107,129.0,10254.581322095943,7.961335651211737,6.999999999999999,2744.9661453197446,70.0,27.849038365575453,8.644471431293864,160.04496079536065,1316.0243652249271,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
38.0,65.0,549.3111995860686,129.0,10314.446064219028,7.856871968493141,6.999999999999999,2750.1367061868877,70.0,27.77067497844437,8.588351060072219,160.50130747072885,1333.0540615877967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,64.0,562.7654050891563,129.0,10762.39573999535,7.809288758525562,6.8999999999999995,2761.599636454678,69.0,27.67877795915067,8.767571198454787,166.9741823408199,1377.7505294154369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,65.0,546.8487503001353,129.0,10244.497000958632,7.8676034119778135,6.999999999999999,2748.4305567162273,70.0,27.776804431390055,8.56769726145447,159.49296507776813,1327.1086571851124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38.0,64.0,558.0,129.0,10501.216996923782,7.899621181204949,6.999999999999999,2752.5397343783043,69.0,27.768108328460887,8.703178492592658,163.10945410711886,1341.9308955113484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38.0,64.0,557.1026309176507,129.0,10494.355736201727,7.881285209345501,6.999999999999999,2752.6761374258917,69.0,27.765741017575845,8.6920216621645,162.9311738484715,1342.774941596755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38.0,65.0,546.7724890347621,129.49296814456568,10255.375072218701,7.857726512526213,6.999999999999999,2748.9513633196575,70.0,27.774960788650027,8.564438754148533,159.70951694585747,1329.8695129399798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,64.24213146114913,551.2861083910984,129.0,10254.15381181403,7.96138841816047,6.999999999999999,2744.9488039449334,70.0,27.849206451601894,8.644341356394838,160.0397782023612,1315.9630822439256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
38.0,64.0,557.9753970346209,129.0,10494.892465734587,7.897565648660849,6.999999999999999,2752.4448898991127,69.0,27.768278818954997,8.699362698111456,162.9806935248218,1341.5011147961739,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.0,65.0,555.0,130.0,10531.410126776946,7.77868391310923,6.8999999999999995,2755.9012823160997,69.0,27.70690531988102,8.645403921091066,163.37733620647742,1361.3874540854456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.800187658934036,65.0,555.0,130.0,10524.08584466748,7.792064595043638,6.8999999999999995,2755.4299980048645,69.0,27.72339521113756,8.647660102332408,163.25166417322234,1359.3877632126575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.0,558.823925020539,129.0,10524.970137504517,7.91,6.999999999999999,2752.9001501751895,69.0,27.768020404816788,8.721946858061377,163.54845022763456,1343.2129582999823,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38.0,64.0,563.6657962480799,129.0,10792.281788571776,7.81042404108088,6.8999999999999995,2761.959308382607,69.0,27.674431739609748,8.777345631044026,167.2322900097395,1379.1263194835215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
39.0,65.0,555.0,130.0,10545.9365212958,7.764039228705258,6.8999999999999995,2757.030628305997,69.0,27.694857050769766,8.646835803337728,163.60678725683687,1365.8335070861685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.06262745824664,551.7143205564348,129.0,10262.173426937643,7.96307736158871,6.999999999999999,2745.1198821408966,70.0,27.84924388898611,8.648837728800608,160.13707128603164,1316.4838762965403,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
38.93726266502283,65.0,554.8940793294202,130.0,10516.467310737438,7.791676522406575,6.8999999999999995,2755.224173178741,69.0,27.726712887598172,8.643043834155415,163.03315392593262,1358.7346185875185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,65.0,549.338166900128,129.0,10314.844899194284,7.857081340488346,6.999999999999999,2750.1370224006673,70.0,27.770716762412633,8.588703888189654,160.50675195629856,1333.0497063467137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39.0,65.0,555.0,130.0,10540.361034768659,7.759272945470201,6.8999999999999995,2756.966036112445,69.0,27.693968901473518,8.642706348579754,163.506760961324,1365.7609319835813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
38.0,64.0,558.6988710756992,129.0,10522.486364275295,7.91,6.999999999999999,2752.8140393849385,69.0,27.768459965159902,8.720417753159554,163.50618370814075,1342.9232189261188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38.0,64.0,556.5803121221569,129.0,10487.621602921581,7.881688514153301,6.999999999999999,2752.544353877257,69.0,27.766291090803577,8.689030889706087,162.81126547412174,1342.1989426297096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38.0,65.0,546.9901389281389,129.23362755998784,10256.005420148813,7.861229250368111,6.999999999999999,2748.852058801601,70.0,27.77602255441564,8.567357107360047,159.75028439332524,1329.5070804024374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
39.0,66.0,544.5376600880596,130.0,10301.455842546102,7.7518045866381815,6.999999999999999,2752.0924554682892,70.0,27.736636317733993,8.50994236047103,160.0579955994354,1342.7836153167189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
39.0,65.0,555.0,130.0,10539.951425968211,7.759382644635406,6.8999999999999995,2756.939198497235,69.0,27.694105999930027,8.642503169788188,163.49949875712113,1365.693964443478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
39.0,65.0,555.0,130.0,10530.060844175188,7.77688946136328,6.8999999999999995,2755.899769734063,69.0,27.70575690912417,8.643678550839397,163.34908307828738,1361.409604172041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.0,559.0993502712566,129.0,10534.69827733966,7.898439891832072,6.999999999999999,2753.37094154416,69.0,27.76489952072871,8.723313910862744,163.85296752796052,1345.2039270951084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38.0,65.0,546.7460043449803,129.47129865825914,10254.155357093074,7.8581918243534306,6.999999999999999,2748.913352410836,70.0,27.77518790906244,8.564285442303943,159.68076292844273,1329.7472109320424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,64.0,559.1772762325944,129.0,10537.105218306499,7.895031339300593,6.999999999999999,2753.483443067354,69.0,27.764175032723525,8.723848007148174,163.9332577020036,1346.267999725444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
39.0,66.0,544.4722716679711,130.0,10306.032235302695,7.747090502970451,6.967276884783757,2752.4517936565103,70.0,27.733906488813968,8.506419137584967,160.12228079777134,1344.0879089356456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
38.0,64.24820540510318,551.2248228246432,129.0,10251.82213364343,7.96208261628922,7.006762117060903,2744.831435894595,70.0,27.850602749894183,8.643951171270388,160.01286488309043,1315.5355335942995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
38.0,65.0,546.4246322650125,129.3831294398542,10243.110814807262,7.8609106345917965,6.999999999999999,2748.616604372824,70.0,27.77670933967997,8.561445256688911,159.4099821303858,1328.3770467814597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38.0,64.22661481735251,551.281673423053,129.0,10253.008137278543,7.962199929228742,7.005594539481721,2744.8647595267894,70.0,27.85044759875223,8.64451918415587,160.0281204514838,1315.6450023025222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
38.0,64.0,562.747372608602,129.0,10761.025349436222,7.809929726306806,6.8999999999999995,2761.57354857569,69.0,27.67940175545978,8.7674851517762,166.96496042624963,1377.633137389078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
39.0,66.0,544.588984734614,130.0,10309.53211400184,7.744857386770258,6.9373875006299555,2752.629586177472,70.0,27.732805425024956,8.507122553728724,160.17543689432122,1344.7858467449844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
39.0,65.0,555.0,130.0,10543.598158066501,7.765683813315827,6.8999999999999995,2756.907928101421,69.0,27.69576065166796,8.646734098571745,163.56614548477665,1365.451437799781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.0,558.645102570854,129.0,10527.637431992342,7.898117569187949,6.999999999999999,2753.174785311522,69.0,27.765603074410837,8.716942836561506,163.5913592513415,1344.23069367404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
39.0,65.0,555.0,130.0,10543.21515097469,7.765762630581436,6.8999999999999995,2756.8938530986447,69.0,27.69583770745479,8.646642945210894,163.5594699005112,1365.4014429309427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,65.0,548.4307900224075,129.21026018257592,10300.900418809104,7.856053259662482,6.999999999999999,2749.7883026721775,70.0,27.771715574229702,8.578678971113057,160.2573026368334,1332.041300470182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,64.1353253984312,551.7032333499567,129.0,10266.20965383383,7.959573845628422,6.999999999999999,2745.4376648678385,70.0,27.844380559223232,8.647842485304745,160.1697887772972,1317.6950223906213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
39.0,65.0,554.9659730560603,130.0,10524.274706964068,7.7796304852475915,6.8999999999999995,2755.6817102605896,69.0,27.71127262928703,8.641673590289283,163.21675147857505,1360.5346414433209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
39.0,65.0,554.9680183431354,130.0,10524.26700536636,7.779701725554417,6.8999999999999995,2755.6800278932415,69.0,27.711347963138763,8.64170539671857,163.21677168582434,1360.527111413868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.0,557.8940426694745,129.0,10503.268072187391,7.881634193820397,6.999999999999999,2752.840591196615,69.0,27.765177275459543,8.696535059572337,163.10851391183604,1343.302850656834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38.0,64.0,559.1257175464459,129.0,10535.088457701602,7.898508667339602,6.999999999999999,2753.3811880323115,69.0,27.764867409003035,8.723692612820113,163.8676410156797,1345.2923685911153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38.0,64.22949948883527,551.2750289459051,129.0,10252.8916395556,7.962168982902309,7.005539532565976,2744.8625752691696,70.0,27.850439920252825,8.644448131758894,160.02655727641508,1315.6387088624194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
38.0,65.0,549.200506527392,129.05693985488864,10313.320956609376,7.855646898907629,6.999999999999999,2750.155954064947,70.0,27.7703573249858,8.586790562463973,160.48377003164492,1333.1715516035406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,65.0,549.3746787860715,129.0,10317.134054803666,7.856115613359692,6.999999999999999,2750.207642093463,70.0,27.770271112336488,8.588798146206043,160.53055818851448,1333.3841214831573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,64.0,563.2750007368691,129.0,10778.824006031013,7.810630920593631,6.8999999999999995,2761.7725592869388,69.0,27.677188978927564,8.772805856374076,167.10917809886183,1378.4470360026933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,64.0,558.7646210427032,129.0,10530.171729662761,7.896337504569981,6.999999999999999,2753.2688480711267,69.0,27.765092890588956,8.718307190010881,163.6792569359276,1344.549959230167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38.0,64.0,557.8616636959865,129.0,10502.716116509273,7.881863841403677,6.999999999999999,2752.8249133773415,69.0,27.76526886993621,8.696401671937506,163.09809055981043,1343.2490322659248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38.0,64.0,558.8031178352732,129.0,10531.085077787791,7.895447902381227,6.999999999999999,2753.3063445951466,69.0,27.764873435313127,8.718699716332393,163.71080171323038,1344.7035269334883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38.0,65.0,548.7461755684651,129.063784416891,10304.538269062863,7.857287929674143,6.999999999999999,2749.860215558065,70.0,27.771719045768656,8.582432736716905,160.32404818271675,1332.1765647430038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,64.18782542405069,551.4623812706608,129.0,10258.660184810315,7.961149184092655,6.999999999999999,2745.1119693735945,70.0,27.847822348964957,8.645939336536516,160.0947715276011,1316.5299429020097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
38.0,64.0,563.5218958627624,129.0,10789.751847201867,7.808343372482533,6.8999999999999995,2761.965190184817,69.0,27.67332534611261,8.774955919631608,167.20313273744898,1379.175940345815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,65.0,549.3329362519108,129.0,10306.758414189739,7.865267193126833,6.999999999999999,2749.6747220763195,70.0,27.773996540580864,8.592042133950844,160.3974674113405,1331.679845849611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39.0,65.0,555.0,130.0,10543.113203315314,7.765553184853553,6.8999999999999995,2756.897389150491,69.0,27.695772425553347,8.646528600132429,163.55815277683269,1365.418072491957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.0,558.8914049685854,129.0,10533.906381957328,7.891314413556637,6.999999999999999,2753.4399894297785,69.0,27.76400525610569,8.719260801509154,163.80454546357527,1345.9694636555762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38.0,64.0,563.3927255923229,129.0,10781.38511723831,7.811386349135809,6.8999999999999995,2761.782867965153,69.0,27.67766434146822,8.774162373294006,167.13376677694998,1378.4676140838105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,65.0,547.0045973860389,129.0,10246.653624122511,7.868778698477643,6.999999999999999,2748.4343396286836,70.0,27.77681516664511,8.569253028047074,159.55772477490535,1327.0886469631248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38.0,64.22961600808293,551.4093511451508,129.0,10258.883605719511,7.960006770144807,6.999999999999999,2745.1834007564053,70.0,27.846420057458587,8.645129888700513,160.09371689965656,1316.8174566482896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
38.0,64.0,558.0,129.0,10508.594474402398,7.878477090161821,6.999999999999999,2753.011388229627,69.0,27.76408509020002,8.697248275807732,163.20591012741164,1343.897859774395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38.0,64.0,558.0,129.0,10501.725397706366,7.899749892032402,6.999999999999999,2752.5481351656795,69.0,27.768088461364076,8.703479091197202,163.12004266835137,1341.9696141429429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.0,65.0,555.0,130.0,10525.612653287111,7.779084984700686,6.8999999999999995,2755.730180004467,69.0,27.71008833489413,8.64217942970334,163.25311055542895,1360.7281346288023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
39.0,65.0,555.0,130.0,10539.246941742485,7.777332174933715,6.8999999999999995,2756.305407874551,69.0,27.70172924904433,8.649422553459155,163.51681776593628,1363.1158314184304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
39.0,66.0,544.0,130.0,10298.73449379388,7.746810559401856,6.985423361395391,2752.248514336761,70.0,27.734570436810365,8.500255622055663,159.98642162591386,1343.43533223087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
38.0,64.0,558.0,129.0,10510.672636649506,7.879538278961758,6.999999999999999,2753.030497941728,69.0,27.76416652027988,8.698925224769962,163.2516831632905,1343.945649972956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.0,65.0,555.0,130.0,10548.477275043617,7.758880465313609,6.8999999999999995,2757.2705151746063,69.0,27.692619825230683,8.645628118528968,163.6398909981514,1366.401209311386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
39.0,65.0,554.6113094672346,130.0,10519.202016044663,7.7785138163465835,6.8999999999999995,2755.563574667868,69.0,27.712558391851317,8.63812424726868,163.0681666956827,1360.1011035812712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
39.0,66.0,544.448091135413,130.0,10299.528358758602,7.75214980661943,6.999999999999999,2752.009253732152,70.0,27.737093067063753,8.509039525337723,160.0218215500633,1342.4296269541023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
38.0,64.0,558.2453574764148,129.0,10522.650864160212,7.894045872651921,6.999999999999999,2753.088397950253,69.0,27.765561899487963,8.71232211712411,163.48172670190698,1343.9844967796946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
